T36SYB_20220130T082059_B02_20m,T36SYB_20220130T082059_B03_20m,T36SYB_20220130T082059_B04_20m,T36SYB_20220130T082059_B05_20m,T36SYB_20220130T082059_B06_20m,T36SYB_20220130T082059_B07_20m,T36SYB_20220130T082059_B11_20m,T36SYB_20220130T082059_B12_20m,T36SYB_20220130T082059_B8A_20m,Yield
0.1327,0.1624,0.155,0.2082,0.3293,0.3536,0.2374,0.18,0.3567,8.1
0.1308,0.1621,0.1507,0.2042,0.3345,0.36,0.239,0.1782,0.3631,6.76
0.1321,0.1635,0.1524,0.2066,0.3336,0.3563,0.2422,0.1845,0.3638,6.07
0.1355,0.1635,0.1556,0.2103,0.3304,0.356,0.2404,0.1817,0.3587,8.46
0.1312,0.163,0.1494,0.2076,0.3376,0.3635,0.2385,0.1784,0.3676,7.72
0.1304,0.1615,0.1461,0.2014,0.3385,0.3663,0.2379,0.1754,0.3734,8.85
0.1315,0.1611,0.1481,0.203,0.3383,0.3685,0.2372,0.1766,0.3698,8.97
0.1317,0.1637,0.1487,0.206,0.3358,0.3671,0.2385,0.1769,0.3686,9.11
0.1331,0.1646,0.1539,0.2077,0.3276,0.3569,0.2401,0.1799,0.3555,9.07
0.136,0.1652,0.1604,0.2094,0.3195,0.3381,0.2422,0.1842,0.3419,8.97
0.1356,0.1659,0.1653,0.2115,0.3099,0.3295,0.2422,0.1882,0.3297,8.82
0.1354,0.1676,0.164,0.2114,0.3124,0.3379,0.2416,0.1847,0.3391,9.44
0.1345,0.1667,0.1593,0.2103,0.3246,0.3456,0.2396,0.1808,0.3552,8.7
0.1296,0.1615,0.1495,0.2041,0.3449,0.371,0.2349,0.1763,0.3767,3.41
0.1294,0.1625,0.1477,0.2086,0.3543,0.3981,0.2381,0.1771,0.3967,7.18
0.1295,0.1632,0.1478,0.2029,0.3789,0.4182,0.2353,0.171,0.4234,6.45
0.1305,0.163,0.1575,0.209,0.3424,0.3846,0.2458,0.1869,0.3906,7.33
0.1219,0.1517,0.1452,0.1901,0.3568,0.3837,0.2295,0.1698,0.4034,7.05
0.1199,0.1477,0.1304,0.1856,0.3687,0.4245,0.2268,0.1654,0.4137,7.28
0.1192,0.1467,0.1299,0.1853,0.3552,0.3996,0.2266,0.1648,0.4006,8.39
0.1207,0.1467,0.131,0.1846,0.358,0.4014,0.228,0.166,0.3988,9.69
0.1206,0.1497,0.1339,0.1871,0.3536,0.3969,0.2307,0.1652,0.3926,8.34
0.1284,0.1579,0.1647,0.2093,0.2972,0.3141,0.2432,0.1893,0.3197,5.49
0.1327,0.1619,0.1873,0.2206,0.2773,0.287,0.2436,0.1981,0.2857,4.11
0.1416,0.1707,0.1946,0.2218,0.2811,0.2944,0.2527,0.2117,0.3033,6.03
0.1319,0.1613,0.1633,0.2088,0.3061,0.3281,0.2448,0.1945,0.3352,9.2
0.1291,0.1588,0.1504,0.2016,0.3186,0.3445,0.2397,0.1855,0.3469,7.57
0.1317,0.1606,0.1521,0.2024,0.3223,0.3472,0.2369,0.1802,0.3488,8.41
0.1278,0.1601,0.1484,0.2009,0.3288,0.3538,0.2355,0.1788,0.3569,8.36
0.1307,0.1593,0.1492,0.2028,0.3287,0.358,0.2375,0.1791,0.3587,8.15
0.1298,0.1607,0.1482,0.2045,0.3322,0.3551,0.2366,0.177,0.3604,8.71
0.129,0.1601,0.1496,0.1994,0.3342,0.3589,0.2364,0.1767,0.3651,8.52
0.1326,0.1624,0.1521,0.2061,0.3238,0.3527,0.2376,0.1801,0.3584,8.71
0.1331,0.1628,0.1556,0.2104,0.3256,0.3506,0.2395,0.1795,0.3559,8.71
0.1316,0.1616,0.149,0.2032,0.3346,0.3617,0.2385,0.1791,0.3629,4.83
0.13,0.1625,0.1508,0.2041,0.3315,0.3645,0.2378,0.1782,0.3645,7.62
0.1296,0.163,0.1494,0.2047,0.3325,0.3658,0.2389,0.1773,0.3653,7.23
0.1292,0.1622,0.149,0.2017,0.3383,0.3662,0.2386,0.177,0.3681,9.35
0.1306,0.161,0.1488,0.2043,0.34,0.3716,0.2388,0.1778,0.3738,9.38
0.137,0.1694,0.1678,0.2179,0.3188,0.3452,0.2425,0.1877,0.3455,8.71
0.139,0.1717,0.1767,0.2213,0.3128,0.3342,0.2419,0.1871,0.3429,6.54
0.1328,0.1627,0.1532,0.2051,0.3395,0.3738,0.2372,0.1762,0.3758,8.81
0.1308,0.1635,0.148,0.2027,0.3385,0.3685,0.2371,0.1749,0.3663,9.17
0.1309,0.163,0.1462,0.2028,0.336,0.3639,0.2367,0.1752,0.3683,9.27
0.1315,0.1627,0.1491,0.2028,0.3305,0.3559,0.2363,0.1782,0.3614,9.03
0.1337,0.1621,0.152,0.2044,0.3245,0.3497,0.2376,0.1795,0.3553,9.23
0.1339,0.1649,0.1538,0.2071,0.3239,0.3479,0.2398,0.1805,0.3524,9.33
0.1353,0.1646,0.1567,0.2067,0.3207,0.3395,0.24,0.1835,0.3447,9.14
0.1333,0.1653,0.1565,0.2084,0.3175,0.3468,0.2388,0.183,0.3503,8.94
0.1308,0.1619,0.1493,0.2028,0.3366,0.3605,0.2375,0.1774,0.3593,8.52
0.1315,0.1646,0.1519,0.2101,0.3348,0.3617,0.2373,0.1796,0.3672,8.38
0.1499,0.1826,0.1903,0.237,0.3433,0.3719,0.2516,0.1885,0.3829,7.41
0.1289,0.1618,0.1462,0.2046,0.3688,0.4098,0.2395,0.177,0.4152,9.4
0.1242,0.1562,0.1327,0.1951,0.3817,0.426,0.2331,0.169,0.4233,8.57
0.1246,0.1571,0.136,0.1975,0.3766,0.4096,0.2395,0.1767,0.4136,8.24
0.124,0.1493,0.1394,0.1928,0.3612,0.407,0.2299,0.1704,0.4135,6.67
0.1202,0.1474,0.1308,0.1847,0.3593,0.4186,0.2255,0.1631,0.4019,7.28
0.1202,0.1484,0.1311,0.1845,0.3532,0.3871,0.2265,0.164,0.3984,8.52
0.1179,0.1488,0.1304,0.1847,0.3569,0.392,0.2265,0.1649,0.3958,8.5
0.1281,0.1581,0.1659,0.21,0.2886,0.3078,0.2423,0.1912,0.3136,6
0.1311,0.1615,0.1776,0.2148,0.2825,0.2913,0.2439,0.1956,0.2977,5.84
0.1323,0.1611,0.183,0.2183,0.2804,0.2896,0.2447,0.1958,0.2966,6.24
0.1392,0.1672,0.1812,0.2144,0.3086,0.328,0.2481,0.2063,0.3466,7.04
0.1326,0.16,0.1568,0.2076,0.3298,0.3616,0.245,0.1937,0.3599,4.7
0.1284,0.1588,0.1485,0.2052,0.3389,0.367,0.2396,0.1838,0.3662,8.05
0.1293,0.1606,0.1485,0.1993,0.3367,0.3654,0.2352,0.1791,0.3682,8.5
0.1303,0.1584,0.1476,0.2026,0.3326,0.3588,0.2358,0.1787,0.3644,8.2
0.1292,0.1599,0.1481,0.2019,0.3305,0.3555,0.2366,0.1785,0.3612,8.27
0.1287,0.1591,0.1461,0.2002,0.3323,0.3593,0.2361,0.1767,0.362,9.08
0.1292,0.159,0.1452,0.2006,0.3359,0.3621,0.2368,0.1765,0.3646,6.94
0.1284,0.1582,0.1474,0.2008,0.3373,0.3666,0.2352,0.1763,0.3629,8.96
0.1282,0.1594,0.1436,0.1994,0.3402,0.3688,0.2356,0.1742,0.3707,8.76
0.1305,0.16,0.1474,0.2025,0.3374,0.364,0.237,0.1771,0.3687,6.5
0.1319,0.1612,0.15,0.205,0.3365,0.3652,0.2381,0.1772,0.3669,7.02
0.1289,0.1607,0.1435,0.2005,0.3391,0.3721,0.237,0.1748,0.375,9.16
0.1297,0.1606,0.1471,0.2016,0.3375,0.37,0.2368,0.1761,0.3724,9
0.1289,0.1605,0.147,0.2021,0.3375,0.3665,0.2372,0.1769,0.3684,9.1
0.1316,0.162,0.1481,0.2028,0.3398,0.3677,0.2369,0.1758,0.3739,9.16
0.13,0.1616,0.1474,0.2022,0.3422,0.366,0.2359,0.1752,0.3729,9.82
0.1319,0.164,0.1555,0.2071,0.3243,0.352,0.2401,0.1827,0.3596,9.71
0.1442,0.1742,0.1868,0.225,0.3053,0.3256,0.2429,0.1905,0.3342,8.46
0.1314,0.1634,0.1517,0.2089,0.328,0.3573,0.2387,0.1799,0.3632,5.52
0.1304,0.1627,0.1469,0.2028,0.3393,0.3675,0.236,0.1743,0.3689,9.13
0.13,0.1615,0.1458,0.2028,0.3392,0.3656,0.2362,0.1748,0.3733,9.21
0.1332,0.1627,0.1457,0.2028,0.339,0.3675,0.236,0.1764,0.3721,8.93
0.132,0.1628,0.1484,0.2025,0.3343,0.3616,0.2378,0.1761,0.3692,9.23
0.131,0.1634,0.1521,0.2049,0.329,0.3532,0.2392,0.1787,0.3603,9.45
0.1324,0.1649,0.1543,0.2054,0.3231,0.3473,0.2403,0.1806,0.3479,9.17
0.1344,0.166,0.1583,0.2059,0.3203,0.345,0.2396,0.1819,0.3507,9.24
0.1326,0.1656,0.1568,0.2056,0.3257,0.354,0.2388,0.1811,0.3549,8.79
0.1358,0.1665,0.1574,0.2058,0.3237,0.3588,0.2379,0.1808,0.3555,5.61
0.1293,0.1625,0.1461,0.2019,0.3443,0.3865,0.2381,0.1777,0.3776,8.36
0.1257,0.1578,0.135,0.1953,0.372,0.4117,0.2349,0.1693,0.4115,8.2
0.1258,0.158,0.1347,0.1946,0.3705,0.4159,0.2331,0.1683,0.415,7.49
0.124,0.158,0.1339,0.1969,0.3729,0.4168,0.2356,0.1707,0.4194,7.81
0.1271,0.1597,0.1448,0.2005,0.3489,0.3842,0.2338,0.1772,0.381,8.61
0.1233,0.1503,0.143,0.1964,0.339,0.3992,0.2294,0.1713,0.3869,7.54
0.1197,0.1463,0.1273,0.1798,0.3622,0.404,0.2246,0.1612,0.41,7.93
0.118,0.1448,0.1285,0.1851,0.356,0.4131,0.2272,0.1629,0.4057,9.18
0.1188,0.1486,0.1278,0.1816,0.3631,0.418,0.2284,0.1634,0.4132,8.42
0.1337,0.1612,0.181,0.2173,0.2838,0.3039,0.2453,0.1943,0.2984,5.7
0.1322,0.1602,0.1775,0.2153,0.2779,0.2957,0.2438,0.1953,0.296,5.85
0.1304,0.1581,0.1729,0.2151,0.2853,0.3061,0.2437,0.1949,0.3002,5.27
0.1296,0.1579,0.1722,0.2128,0.29,0.3087,0.2437,0.1946,0.3018,6.42
0.1286,0.1594,0.1788,0.2138,0.278,0.2925,0.2446,0.1952,0.2934,6.28
0.1284,0.1616,0.1489,0.2085,0.3369,0.3911,0.2413,0.1849,0.3759,7.55
0.1242,0.1584,0.1363,0.1946,0.3735,0.4159,0.2366,0.1774,0.4167,8.57
0.1274,0.158,0.1404,0.1981,0.3599,0.3989,0.2363,0.1748,0.3986,5.8
0.1275,0.1562,0.1407,0.1969,0.3534,0.3898,0.2349,0.1744,0.3923,8.68
0.1262,0.1559,0.139,0.1979,0.3499,0.3822,0.2345,0.173,0.384,8.05
0.1261,0.1576,0.1368,0.196,0.3515,0.3832,0.2348,0.1715,0.3906,8.65
0.1263,0.1572,0.1386,0.1949,0.3493,0.3858,0.2343,0.1712,0.3854,9.08
0.1265,0.1578,0.1393,0.1959,0.3492,0.383,0.2351,0.1732,0.3852,6.71
0.1251,0.1565,0.1388,0.1954,0.3497,0.3851,0.2353,0.1714,0.3868,7.41
0.1276,0.1572,0.1365,0.1974,0.3515,0.3814,0.2348,0.1722,0.3915,6.03
0.128,0.1587,0.1409,0.1977,0.3469,0.3807,0.2351,0.1737,0.3808,7.9
0.1297,0.1587,0.1456,0.2005,0.341,0.3744,0.2371,0.1754,0.3719,8.44
0.1297,0.1621,0.1462,0.2041,0.335,0.3662,0.2365,0.1743,0.3709,9.13
0.131,0.1633,0.1499,0.2031,0.3347,0.3628,0.237,0.1769,0.3672,8.81
0.1299,0.1622,0.148,0.2031,0.3357,0.3634,0.238,0.1764,0.3701,9.2
0.1288,0.1621,0.1451,0.2018,0.3397,0.3675,0.2365,0.1751,0.3707,8.98
0.1304,0.1618,0.1453,0.2038,0.3377,0.3727,0.2356,0.1749,0.3722,9.13
0.1301,0.1621,0.1471,0.203,0.342,0.3702,0.2381,0.1779,0.3696,8.98
0.1368,0.1681,0.171,0.2187,0.3152,0.3395,0.2447,0.1893,0.3449,8.62
0.1364,0.1686,0.1709,0.221,0.3188,0.343,0.2427,0.1858,0.3502,8.35
0.131,0.1597,0.1464,0.1991,0.3405,0.3717,0.236,0.1749,0.3714,8.4
0.1292,0.1599,0.1422,0.2016,0.347,0.3758,0.2354,0.1729,0.383,9.15
0.1287,0.1617,0.1423,0.203,0.3458,0.3753,0.2351,0.1737,0.3819,7.6
0.1316,0.1625,0.1481,0.2038,0.3339,0.363,0.237,0.1769,0.3673,9.44
0.1323,0.1635,0.1526,0.2062,0.3259,0.353,0.2397,0.1804,0.3543,9.24
0.1303,0.1645,0.1536,0.2054,0.3261,0.3494,0.2397,0.1808,0.3578,9.11
0.134,0.1656,0.157,0.2069,0.322,0.3491,0.2398,0.1815,0.3501,8.75
0.1353,0.1651,0.1558,0.2095,0.3222,0.3478,0.2389,0.1818,0.3489,8.59
0.1324,0.1662,0.1561,0.2084,0.3183,0.3417,0.2392,0.1814,0.344,8.86
0.1309,0.1639,0.1522,0.2039,0.3312,0.359,0.2372,0.1757,0.3604,9.03
0.1262,0.1593,0.1375,0.1983,0.3596,0.3971,0.2347,0.1706,0.3973,8.72
0.1248,0.1581,0.1366,0.1957,0.3644,0.4032,0.2337,0.168,0.4099,8.7
0.1246,0.1591,0.1346,0.1982,0.3714,0.4105,0.2342,0.1679,0.4158,8.68
0.1246,0.1566,0.1346,0.1967,0.3736,0.4098,0.2347,0.1711,0.4118,2.45
0.1277,0.1597,0.1471,0.2002,0.3421,0.3667,0.2342,0.1778,0.3755,8.57
0.1247,0.1505,0.1468,0.1913,0.3293,0.3751,0.2287,0.1718,0.384,6.26
0.1183,0.1472,0.1255,0.1786,0.3859,0.431,0.2261,0.1605,0.439,8.07
0.1183,0.1452,0.1218,0.1819,0.386,0.4444,0.2272,0.1612,0.4403,8.24
0.1182,0.146,0.1227,0.1818,0.3841,0.4398,0.2289,0.1619,0.4416,8.84
0.1183,0.148,0.1239,0.1814,0.3799,0.4361,0.2276,0.1614,0.4347,8.01
0.1266,0.1571,0.1578,0.2094,0.334,0.3631,0.2484,0.193,0.3558,4.38
0.1327,0.1595,0.1786,0.2159,0.2874,0.3051,0.2458,0.1967,0.3038,5.36
0.1308,0.1611,0.1806,0.217,0.2821,0.2964,0.2457,0.1968,0.2987,6.07
0.1316,0.1617,0.1785,0.2178,0.2845,0.3017,0.2469,0.198,0.3038,5.8
0.1319,0.1602,0.1771,0.2154,0.2835,0.2947,0.2472,0.1982,0.3004,6.2
0.1331,0.1624,0.1841,0.2197,0.2803,0.2939,0.2481,0.1998,0.296,6.21
0.1315,0.1625,0.18,0.2173,0.2848,0.2969,0.2505,0.2005,0.2976,6.13
0.1331,0.1627,0.1821,0.2248,0.2895,0.3083,0.2514,0.2012,0.3071,5.59
0.1223,0.1537,0.1319,0.1967,0.3781,0.4242,0.2338,0.1689,0.4211,8.61
0.1245,0.1547,0.1303,0.1898,0.3796,0.4258,0.2323,0.1676,0.4316,7.97
0.1249,0.1548,0.1326,0.1928,0.3677,0.4094,0.2348,0.1683,0.4107,5.12
0.1252,0.1549,0.1343,0.1926,0.3638,0.4007,0.2331,0.1673,0.407,6.34
0.124,0.1556,0.1347,0.1928,0.3574,0.4044,0.2325,0.17,0.4042,6.77
0.1253,0.1568,0.1367,0.1959,0.3599,0.3947,0.2338,0.1724,0.3962,8.15
0.1248,0.1555,0.1348,0.1952,0.3571,0.3942,0.2345,0.1675,0.4013,9.11
0.1272,0.1582,0.138,0.1962,0.3547,0.3871,0.2354,0.172,0.393,8.26
0.1271,0.1569,0.1412,0.1985,0.3459,0.3797,0.236,0.1746,0.384,8.96
0.1284,0.1607,0.1482,0.2008,0.3377,0.3625,0.2371,0.1761,0.3701,8.92
0.1316,0.1624,0.1528,0.2052,0.3306,0.3558,0.2385,0.1777,0.365,8.89
0.1293,0.1635,0.1504,0.2045,0.3314,0.3588,0.238,0.1786,0.3583,8.75
0.13,0.1616,0.1463,0.2,0.3374,0.3661,0.2384,0.1763,0.3724,9.03
0.1296,0.1602,0.1478,0.2021,0.3402,0.3636,0.2361,0.1762,0.3676,9.21
0.1324,0.1629,0.1485,0.2041,0.332,0.3619,0.2352,0.1763,0.3686,9.16
0.1306,0.1616,0.1472,0.2028,0.3403,0.366,0.2359,0.1758,0.3693,8.79
0.1414,0.1742,0.1834,0.2215,0.302,0.3309,0.2455,0.1899,0.3342,8.04
0.1307,0.1613,0.1482,0.2064,0.3298,0.3618,0.2381,0.1782,0.3639,8.88
0.1284,0.1609,0.1437,0.2004,0.3449,0.3788,0.2363,0.1737,0.3802,8.73
0.1307,0.1623,0.1467,0.2036,0.3397,0.3714,0.2359,0.1772,0.3724,9.14
0.1324,0.1624,0.1499,0.2052,0.3313,0.3597,0.238,0.1776,0.3597,9.03
0.1316,0.1638,0.1511,0.2045,0.3288,0.3583,0.2393,0.179,0.355,9.09
0.1327,0.1637,0.151,0.2062,0.332,0.3556,0.2378,0.1797,0.361,8.85
0.1349,0.1655,0.1547,0.2085,0.3198,0.3475,0.2401,0.1812,0.3514,8.71
0.136,0.1668,0.1616,0.2071,0.3115,0.3425,0.2398,0.1833,0.3408,8.69
0.134,0.1654,0.1582,0.2079,0.3195,0.3425,0.2382,0.1804,0.3445,8.56
0.1327,0.1644,0.1547,0.2066,0.3278,0.3486,0.2378,0.178,0.3556,8.76
0.1277,0.1597,0.1426,0.2016,0.3521,0.3872,0.2357,0.1728,0.3879,8.1
0.1263,0.159,0.14,0.1969,0.3606,0.3973,0.2353,0.169,0.4065,9.05
0.1278,0.1575,0.1372,0.1974,0.3649,0.4033,0.2351,0.1691,0.4009,8.24
0.1252,0.1589,0.1354,0.197,0.3738,0.4087,0.2333,0.1707,0.4111,8.46
0.1264,0.16,0.1371,0.1967,0.3691,0.4129,0.2351,0.1713,0.4036,7.21
0.127,0.1596,0.1425,0.2004,0.3399,0.3848,0.2372,0.1824,0.3829,6.28
0.126,0.1519,0.1443,0.1856,0.3473,0.375,0.2318,0.1719,0.4017,5.37
0.1175,0.145,0.1232,0.18,0.3882,0.4457,0.2255,0.1603,0.451,7.81
0.1171,0.1451,0.1218,0.1812,0.3828,0.4495,0.2258,0.1593,0.4488,8.13
0.1155,0.1445,0.1229,0.1794,0.3885,0.444,0.2273,0.1613,0.4453,8.49
0.131,0.1618,0.161,0.2182,0.3145,0.3487,0.2604,0.2013,0.3566,3.39
0.1282,0.1579,0.1645,0.2089,0.3235,0.3428,0.2456,0.1907,0.336,1.71
0.1332,0.1618,0.1865,0.221,0.2758,0.2872,0.245,0.2,0.2928,5.1
0.1334,0.1612,0.1889,0.2211,0.2692,0.2809,0.2459,0.2012,0.2849,5.47
0.1323,0.1638,0.1874,0.2233,0.2789,0.2916,0.25,0.2016,0.2913,1.85
0.1368,0.1641,0.1879,0.2226,0.2781,0.294,0.2508,0.2043,0.2898,5.83
0.1337,0.162,0.1847,0.2237,0.2781,0.2963,0.2496,0.2018,0.2957,6.42
0.1335,0.1643,0.1838,0.2212,0.2814,0.2957,0.251,0.2029,0.296,5.61
0.1342,0.1633,0.1851,0.2254,0.289,0.3083,0.2524,0.2042,0.3047,6.43
0.1309,0.1628,0.174,0.2198,0.3071,0.3247,0.2528,0.1979,0.3239,4.9
0.1298,0.1614,0.1761,0.2207,0.2974,0.3172,0.2475,0.1968,0.3143,5.71
0.1236,0.1548,0.1316,0.1946,0.39,0.4261,0.2351,0.1698,0.4359,7.54
0.1255,0.1554,0.1311,0.1928,0.3805,0.4254,0.233,0.1675,0.431,6.58
0.1247,0.1554,0.1341,0.1957,0.3651,0.411,0.2336,0.1685,0.4098,7.36
0.1265,0.1567,0.1361,0.1965,0.3542,0.3934,0.2343,0.1706,0.3965,8.72
0.1267,0.1572,0.1409,0.1989,0.3498,0.3846,0.235,0.1722,0.3873,8.95
0.127,0.1582,0.138,0.1964,0.3512,0.3868,0.2346,0.1704,0.392,8.62
0.127,0.1576,0.1382,0.1968,0.3457,0.3853,0.2334,0.1725,0.3884,9.09
0.1268,0.1582,0.1436,0.1995,0.3427,0.3811,0.237,0.1751,0.3771,9.06
0.1299,0.1614,0.1499,0.2013,0.3321,0.3593,0.2378,0.1766,0.3652,9.16
0.13,0.1613,0.1515,0.2022,0.3276,0.3497,0.2382,0.1789,0.3557,9.14
0.1281,0.1603,0.1512,0.2036,0.3259,0.3553,0.2372,0.1786,0.355,9.34
0.1302,0.1624,0.149,0.2006,0.3322,0.3615,0.2372,0.1775,0.3643,9.46
0.1303,0.16,0.1491,0.2019,0.3299,0.3528,0.2364,0.1783,0.3588,9
0.1312,0.1613,0.15,0.203,0.3285,0.3563,0.2355,0.1771,0.3612,8.57
0.1307,0.1622,0.1469,0.202,0.3349,0.3637,0.2351,0.1754,0.366,9.17
0.1294,0.1609,0.1466,0.1998,0.34,0.3685,0.2367,0.178,0.3721,9.04
0.1368,0.1673,0.1713,0.2177,0.3141,0.34,0.2423,0.1877,0.3426,9.05
0.1319,0.1635,0.15,0.2041,0.3359,0.3693,0.238,0.1768,0.3703,8.73
0.1312,0.1627,0.1494,0.2028,0.3382,0.3615,0.2359,0.1773,0.3642,9.27
0.133,0.1633,0.151,0.2043,0.3286,0.3645,0.2377,0.1768,0.3625,9.17
0.1333,0.1619,0.151,0.2046,0.3308,0.3576,0.2369,0.1776,0.3601,8.73
0.1312,0.165,0.1533,0.2057,0.3274,0.3557,0.2375,0.1792,0.3551,9.16
0.1346,0.1646,0.1564,0.2082,0.3222,0.3497,0.2398,0.1822,0.3499,9.08
0.132,0.1651,0.156,0.2053,0.3203,0.346,0.2403,0.1818,0.3427,7.85
0.1322,0.1639,0.155,0.206,0.3267,0.3498,0.2394,0.1798,0.3589,8.94
0.1307,0.1638,0.1518,0.2076,0.3334,0.3608,0.2382,0.1776,0.3682,9.3
0.1284,0.1604,0.1446,0.2027,0.3479,0.3834,0.2365,0.1732,0.3827,8.47
0.1289,0.1604,0.141,0.1983,0.3561,0.3898,0.2362,0.1704,0.3974,8.24
0.1286,0.1599,0.1404,0.1963,0.3576,0.3926,0.2359,0.1708,0.3933,8
0.1287,0.1598,0.1393,0.1989,0.3614,0.3967,0.2358,0.1712,0.4017,8.69
0.1264,0.1602,0.1382,0.1997,0.3611,0.3983,0.2364,0.1711,0.4012,9.03
0.1269,0.1586,0.1371,0.1978,0.371,0.4084,0.2363,0.173,0.4138,8.51
0.1261,0.1586,0.1421,0.2004,0.3528,0.3876,0.2383,0.1798,0.385,5.5
0.1217,0.1501,0.1444,0.1862,0.3537,0.3871,0.2321,0.1712,0.3972,4.56
0.1167,0.1455,0.1251,0.1813,0.3761,0.4375,0.2241,0.1607,0.436,8.14
0.1178,0.1464,0.1236,0.1791,0.3791,0.4388,0.2256,0.1606,0.4359,8.72
0.1181,0.1458,0.124,0.1795,0.3863,0.4438,0.2285,0.1608,0.4456,8.81
0.1273,0.156,0.1552,0.2115,0.3098,0.3435,0.2496,0.1953,0.3394,2.66
0.1302,0.1589,0.1781,0.2143,0.2944,0.3048,0.2441,0.1926,0.3059,4.68
0.1331,0.1614,0.1903,0.2231,0.2672,0.2816,0.2459,0.1996,0.2835,5.66
0.1338,0.1611,0.1879,0.2203,0.2742,0.2849,0.2454,0.2006,0.2904,5.64
0.1332,0.1611,0.1868,0.2217,0.2759,0.2869,0.2459,0.2011,0.2903,4.71
0.1319,0.1636,0.187,0.2226,0.2794,0.2875,0.2485,0.2032,0.2877,4.84
0.1337,0.1632,0.1862,0.2231,0.2809,0.2881,0.2506,0.2053,0.2973,2.61
0.1349,0.1617,0.1879,0.2232,0.2787,0.2895,0.2497,0.2026,0.292,2.02
0.1341,0.1634,0.1916,0.2269,0.2794,0.2883,0.2525,0.2053,0.2896,5.07
0.1355,0.1654,0.1883,0.226,0.2908,0.3048,0.2536,0.2059,0.3059,4.52
0.1308,0.1657,0.1796,0.2227,0.3018,0.3164,0.2519,0.2002,0.3185,4.48
0.1287,0.1601,0.1775,0.2212,0.2936,0.3136,0.2443,0.1947,0.3073,6.27
0.1288,0.159,0.1787,0.2207,0.283,0.2991,0.2438,0.1952,0.2953,5.65
0.1265,0.1579,0.1427,0.205,0.3498,0.3977,0.24,0.1805,0.4044,8.82
0.1278,0.1564,0.1391,0.1953,0.3598,0.398,0.2348,0.1728,0.4059,6.15
0.1272,0.1581,0.14,0.1991,0.3511,0.3863,0.2355,0.1727,0.3936,7.62
0.127,0.1591,0.1406,0.2007,0.3534,0.3847,0.2349,0.1727,0.3896,9.2
0.1281,0.1587,0.1402,0.2003,0.351,0.383,0.2364,0.173,0.3885,9.14
0.1291,0.1588,0.1411,0.1994,0.3448,0.3791,0.2372,0.1733,0.3841,9.24
0.1299,0.1581,0.1454,0.1986,0.3398,0.3664,0.2365,0.1751,0.3732,9.46
0.1293,0.1608,0.1478,0.2007,0.3315,0.3593,0.2377,0.1778,0.3677,9.28
0.1279,0.1609,0.1467,0.1995,0.332,0.358,0.2364,0.179,0.3636,9.4
0.1301,0.1589,0.1483,0.1998,0.3228,0.3534,0.2363,0.1791,0.3585,9.41
0.1301,0.1603,0.1503,0.2028,0.3227,0.3522,0.2364,0.1779,0.3539,8.93
0.1317,0.1618,0.153,0.2017,0.3235,0.3481,0.2372,0.1796,0.3508,9.02
0.133,0.1636,0.1526,0.2067,0.3243,0.3495,0.2372,0.1782,0.3536,8.96
0.1286,0.1613,0.1476,0.2019,0.3342,0.3607,0.2357,0.1763,0.3643,9.68
0.1286,0.161,0.1444,0.1992,0.3383,0.3684,0.2367,0.1747,0.3715,9.27
0.1319,0.1646,0.1557,0.208,0.3301,0.3543,0.24,0.1819,0.3581,6.71
0.1449,0.1777,0.1964,0.2291,0.2938,0.3206,0.2434,0.1905,0.3248,8.04
0.1325,0.165,0.154,0.2077,0.326,0.3519,0.2406,0.1801,0.352,7.57
0.1299,0.1627,0.1489,0.2036,0.3357,0.3608,0.2366,0.1755,0.3647,8.64
0.1304,0.1618,0.1497,0.2026,0.3313,0.3644,0.2372,0.1771,0.3671,8.45
0.1328,0.1629,0.1526,0.2049,0.3314,0.357,0.2392,0.1786,0.3611,8.71
0.1316,0.1635,0.1544,0.2047,0.3292,0.3566,0.2378,0.1793,0.356,8.93
0.1351,0.1642,0.1561,0.2066,0.3285,0.3509,0.2396,0.1826,0.3515,8.94
0.1356,0.1661,0.1614,0.2089,0.3176,0.3432,0.2427,0.1834,0.3451,9.02
0.1342,0.1633,0.1537,0.2075,0.33,0.3559,0.2406,0.1803,0.3596,9
0.1307,0.1623,0.1487,0.203,0.3408,0.3718,0.2379,0.1778,0.3719,9.3
0.1293,0.1643,0.1479,0.2044,0.3433,0.3759,0.2371,0.176,0.3778,9.16
0.1295,0.161,0.1458,0.2018,0.3463,0.3816,0.2361,0.1739,0.3837,8.9
0.128,0.1623,0.1442,0.2032,0.3527,0.3808,0.2366,0.1734,0.3808,9.24
0.1272,0.1605,0.1407,0.2013,0.3564,0.3892,0.2364,0.1711,0.3928,9.14
0.1286,0.1601,0.1389,0.1995,0.3577,0.3943,0.2365,0.1704,0.3958,6.58
0.126,0.158,0.1368,0.1985,0.3605,0.4006,0.2356,0.1715,0.4042,8.24
0.1247,0.1593,0.1354,0.1963,0.3698,0.4087,0.2369,0.1742,0.4117,5.59
0.1273,0.1608,0.1448,0.2046,0.3473,0.3822,0.2423,0.1843,0.3891,5.56
0.1458,0.1732,0.1933,0.2226,0.295,0.3079,0.2503,0.2018,0.3219,7.82
0.1204,0.1484,0.1388,0.1899,0.3437,0.3969,0.2286,0.1694,0.3892,5.03
