customer_id,recency_days,number_of_orders,revenue,most_recent_visit
26322,180,8,328,05/07/2020
31924,114,9,795,09/09/2020
25290,3,11,1013,29/12/2020
35537,92,10,814,01/10/2020
22150,126,11,915,28/08/2020
36855,159,13,897,26/07/2020
24878,103,12,1394,20/09/2020
35498,122,7,684,01/09/2020
14676,188,4,234,27/06/2020
20586,71,12,915,22/10/2020
9343,167,8,1030,18/07/2020
4034,189,9,1024,26/06/2020
9304,303,10,605,04/03/2020
32401,489,8,1071,30/08/2019
30094,69,10,1154,24/10/2020
28297,261,6,480,15/04/2020
27804,35,15,1464,27/11/2020
24379,127,9,954,27/08/2020
18543,8,7,955,24/12/2020
29492,174,11,905,11/07/2020
7980,519,10,1251,31/07/2019
16095,397,3,320,30/11/2019
39425,83,18,2014,10/10/2020
14333,109,19,1979,14/09/2020
13796,257,10,1301,19/04/2020
26503,80,11,1079,13/10/2020
33715,264,12,901,12/04/2020
26746,122,10,997,01/09/2020
23895,105,13,1090,18/09/2020
25888,90,12,953,03/10/2020
5585,500,5,291,19/08/2019
37133,88,11,1262,05/10/2020
12451,111,11,944,12/09/2020
1551,199,18,1611,16/06/2020
23826,115,7,430,08/09/2020
29229,184,8,788,01/07/2020
11488,101,11,926,22/09/2020
10227,228,16,1008,18/05/2020
31318,286,15,1804,21/03/2020
36199,184,13,1376,01/07/2020
38041,367,7,770,30/12/2019
18451,42,12,1415,20/11/2020
15005,232,10,683,14/05/2020
2059,88,13,994,05/10/2020
27827,45,17,1277,17/11/2020
34548,231,9,918,15/05/2020
12246,167,9,835,18/07/2020
32466,165,13,1150,20/07/2020
34176,88,11,1018,05/10/2020
5973,361,11,793,05/01/2020
19662,52,13,1056,10/11/2020
9932,32,10,1023,30/11/2020
22350,423,10,1538,04/11/2019
23485,473,9,1042,15/09/2019
14053,97,14,1384,26/09/2020
27783,342,12,999,24/01/2020
2903,13,9,845,19/12/2020
17052,47,9,748,15/11/2020
27030,413,5,358,14/11/2019
6276,244,10,919,02/05/2020
3283,155,5,225,30/07/2020
34564,460,5,715,28/09/2019
3343,295,5,502,12/03/2020
25120,57,10,931,05/11/2020
17374,59,12,1087,03/11/2020
35902,500,8,1089,19/08/2019
15604,78,5,433,15/10/2020
34751,115,8,679,08/09/2020
516,210,11,834,05/06/2020
16229,333,9,838,02/02/2020
31400,146,8,525,08/08/2020
26902,118,8,637,05/09/2020
9407,244,9,963,02/05/2020
26443,11,14,1377,21/12/2020
37042,63,13,1087,30/10/2020
33581,150,6,527,04/08/2020
24071,251,10,812,25/04/2020
10699,42,10,875,20/11/2020
27187,96,14,1341,27/09/2020
25417,155,11,1348,30/07/2020
17542,66,8,694,27/10/2020
11978,50,15,1252,12/11/2020
16278,42,15,1693,20/11/2020
31769,117,8,679,06/09/2020
39307,410,7,681,17/11/2019
24692,69,8,791,24/10/2020
4464,90,10,1214,03/10/2020
2324,298,11,987,09/03/2020
3101,95,15,1150,28/09/2020
9457,160,9,834,25/07/2020
11509,5,12,1182,27/12/2020
27969,46,11,1040,16/11/2020
12557,33,7,723,29/11/2020
18264,101,11,1104,22/09/2020
20815,237,5,530,09/05/2020
27464,65,10,890,28/10/2020
5142,63,7,894,30/10/2020
34773,173,10,734,12/07/2020
28182,113,12,995,10/09/2020
32927,214,8,797,01/06/2020
34330,383,8,730,14/12/2019
27596,346,13,1311,20/01/2020
14203,323,6,724,12/02/2020
30397,226,8,773,20/05/2020
8999,134,14,1079,20/08/2020
14891,188,14,1608,27/06/2020
5544,129,15,1682,25/08/2020
22262,111,9,726,12/09/2020
5480,508,10,1211,11/08/2019
20778,347,3,149,19/01/2020
36400,3,11,897,29/12/2020
12095,260,11,703,16/04/2020
950,173,10,845,12/07/2020
17134,260,8,653,16/04/2020
13009,25,12,1704,07/12/2020
9114,250,9,1069,26/04/2020
11547,39,10,981,23/11/2020
5456,41,14,1519,21/11/2020
25450,179,8,575,06/07/2020
21010,75,8,1061,18/10/2020
33007,347,8,744,19/01/2020
26190,12,6,573,20/12/2020
33282,208,10,943,07/06/2020
27643,193,13,1360,22/06/2020
8790,142,12,1365,12/08/2020
6472,191,6,596,24/06/2020
19866,238,10,1257,08/05/2020
30077,156,5,811,29/07/2020
39176,54,9,1092,08/11/2020
34122,230,7,682,16/05/2020
27368,484,5,482,04/09/2019
21667,96,9,768,27/09/2020
13908,305,9,1006,02/03/2020
16293,260,7,573,16/04/2020
5978,509,9,650,10/08/2019
20739,102,13,1407,21/09/2020
4474,47,12,1110,15/11/2020
38942,62,9,711,31/10/2020
19986,138,8,819,16/08/2020
8174,197,8,723,18/06/2020
37740,197,10,1367,18/06/2020
6892,420,7,518,07/11/2019
14026,190,9,790,25/06/2020
8994,183,14,1499,02/07/2020
12824,27,12,1221,05/12/2020
19437,108,12,1030,15/09/2020
39046,129,14,1677,25/08/2020
32426,129,10,963,25/08/2020
33477,191,9,656,24/06/2020
1402,125,9,691,29/08/2020
26250,143,10,868,11/08/2020
19906,93,12,1378,30/09/2020
33769,106,7,781,17/09/2020
32483,196,10,1196,19/06/2020
37914,340,9,1060,26/01/2020
2914,73,7,335,20/10/2020
1884,161,14,1368,24/07/2020
9483,130,8,728,24/08/2020
29878,109,13,1362,14/09/2020
35480,45,10,887,17/11/2020
25580,111,11,876,12/09/2020
233,457,3,422,01/10/2019
22101,202,6,610,13/06/2020
11266,163,12,1084,22/07/2020
15844,219,5,512,27/05/2020
27201,126,15,1568,28/08/2020
30857,433,9,947,25/10/2019
7483,113,8,669,10/09/2020
323,309,7,815,26/02/2020
6067,258,8,505,18/04/2020
24827,75,7,664,18/10/2020
35908,50,15,1546,12/11/2020
9505,83,9,826,10/10/2020
14097,133,9,598,21/08/2020
19406,134,7,839,20/08/2020
24708,183,10,798,02/07/2020
5343,286,8,456,21/03/2020
31501,189,7,424,26/06/2020
38236,172,12,964,13/07/2020
35691,59,8,792,03/11/2020
19186,200,12,830,15/06/2020
22314,177,8,553,08/07/2020
37857,249,7,809,27/04/2020
39591,159,11,1227,26/07/2020
18548,127,13,1540,27/08/2020
11627,475,10,791,13/09/2019
35344,90,13,1296,03/10/2020
6061,88,13,1118,05/10/2020
35150,161,1,146,24/07/2020
5904,60,9,877,02/11/2020
21656,133,9,797,21/08/2020
20626,105,10,817,18/09/2020
10409,72,7,594,21/10/2020
2424,123,15,1401,31/08/2020
37638,219,11,986,27/05/2020
16956,140,10,925,14/08/2020
5369,91,11,1145,02/10/2020
20947,157,9,615,28/07/2020
626,578,4,532,02/06/2019
13770,110,11,868,13/09/2020
20462,71,10,1010,22/10/2020
9501,114,9,1178,09/09/2020
4714,263,17,1584,13/04/2020
38048,97,14,1127,26/09/2020
19815,372,7,915,25/12/2019
19516,27,12,1135,05/12/2020
10152,23,13,1251,09/12/2020
23288,153,10,832,01/08/2020
6921,180,13,1117,05/07/2020
30203,141,7,702,13/08/2020
21156,66,12,1119,27/10/2020
29697,157,11,1227,28/07/2020
25298,221,11,848,25/05/2020
13799,259,10,1244,17/04/2020
4338,245,4,467,01/05/2020
283,169,6,772,16/07/2020
5796,310,10,901,25/02/2020
30275,185,14,1476,30/06/2020
8625,80,11,1209,13/10/2020
24792,83,6,654,10/10/2020
7356,117,14,1289,06/09/2020
36758,103,8,584,20/09/2020
34112,256,10,936,20/04/2020
6874,99,5,359,24/09/2020
14,135,11,1083,19/08/2020
22252,162,7,535,23/07/2020
24932,131,11,1055,23/08/2020
35227,180,10,1055,05/07/2020
923,99,11,729,24/09/2020
14632,208,5,712,07/06/2020
4593,267,11,1232,09/04/2020
2721,274,7,590,02/04/2020
29195,110,8,849,13/09/2020
15145,237,10,941,09/05/2020
5121,114,10,729,09/09/2020
23502,46,8,902,16/11/2020
10466,207,7,701,08/06/2020
32258,249,7,686,27/04/2020
31691,167,3,352,18/07/2020
22793,140,10,1047,14/08/2020
4135,93,13,1350,30/09/2020
20224,183,8,706,02/07/2020
4815,88,11,762,05/10/2020
15518,105,12,1361,18/09/2020
3192,120,12,1174,03/09/2020
25111,278,11,929,29/03/2020
26748,42,13,847,20/11/2020
3815,103,17,1577,20/09/2020
25590,188,9,803,27/06/2020
1937,93,10,872,30/09/2020
13582,99,11,1076,24/09/2020
32277,67,11,1325,26/10/2020
9473,73,9,1134,20/10/2020
21881,130,11,1106,24/08/2020
19995,135,7,738,19/08/2020
18374,73,8,426,20/10/2020
1373,204,8,715,11/06/2020
37512,68,9,909,25/10/2020
10922,84,8,839,09/10/2020
7187,52,9,811,10/11/2020
23240,164,9,665,21/07/2020
13736,123,6,547,31/08/2020
16853,454,7,951,04/10/2019
38435,617,6,758,24/04/2019
34983,211,8,767,04/06/2020
10947,63,6,623,30/10/2020
30868,23,11,1001,09/12/2020
33938,178,11,1029,07/07/2020
37548,252,11,1285,24/04/2020
29083,79,14,1612,14/10/2020
36242,39,9,1002,23/11/2020
36115,405,9,859,22/11/2019
13596,223,10,669,23/05/2020
37729,405,7,467,22/11/2019
33381,90,6,263,03/10/2020
172,184,8,631,01/07/2020
34198,84,7,916,09/10/2020
28820,423,10,1011,04/11/2019
2335,97,14,1640,26/09/2020
33972,446,8,1278,12/10/2019
22199,118,8,842,05/09/2020
31293,337,4,487,29/01/2020
5604,36,10,940,26/11/2020
14536,216,7,730,30/05/2020
23476,79,7,693,14/10/2020
7528,96,5,657,27/09/2020
35008,79,7,842,14/10/2020
25140,113,12,714,10/09/2020
17278,86,13,1163,07/10/2020
17456,131,11,1377,23/08/2020
27456,23,10,953,09/12/2020
37796,272,8,720,04/04/2020
9935,123,11,1013,31/08/2020
15349,4,12,986,28/12/2020
28767,104,8,743,19/09/2020
34670,107,11,1149,16/09/2020
34714,11,12,972,21/12/2020
12282,47,5,495,15/11/2020
16729,270,5,591,06/04/2020
13861,352,6,530,14/01/2020
12261,222,12,1095,24/05/2020
38902,102,14,1240,21/09/2020
8880,117,9,1073,06/09/2020
2742,97,10,1234,26/09/2020
11162,88,5,423,05/10/2020
28606,443,7,670,15/10/2019
26205,269,9,898,07/04/2020
5742,122,8,1006,01/09/2020
6827,478,7,807,10/09/2019
24807,125,15,1448,29/08/2020
7531,152,12,1242,02/08/2020
28768,76,9,1199,17/10/2020
32505,133,9,938,21/08/2020
96,150,8,991,04/08/2020
5541,535,7,489,15/07/2019
537,106,12,1383,17/09/2020
31191,440,13,1323,18/10/2019
361,179,15,1171,06/07/2020
31004,515,6,637,04/08/2019
2114,113,8,726,10/09/2020
7202,170,15,1421,15/07/2020
5111,263,5,654,13/04/2020
23786,102,18,1988,21/09/2020
7818,165,9,909,20/07/2020
30452,318,7,663,17/02/2020
16266,190,13,1343,25/06/2020
26703,184,14,1535,01/07/2020
3581,148,9,630,06/08/2020
10453,167,10,1115,18/07/2020
26331,139,10,1129,15/08/2020
8663,82,14,1115,11/10/2020
1174,139,16,1947,15/08/2020
23448,73,12,1024,20/10/2020
32262,423,9,867,04/11/2019
33250,126,8,797,28/08/2020
28635,148,18,1540,06/08/2020
5394,144,10,1097,10/08/2020
36801,379,4,555,18/12/2019
14620,238,8,620,08/05/2020
37610,174,11,1153,11/07/2020
10264,121,6,531,02/09/2020
30287,96,11,1103,27/09/2020
6360,130,9,473,24/08/2020
34708,106,8,930,17/09/2020
21834,184,6,572,01/07/2020
5199,128,12,1309,26/08/2020
24530,125,12,1364,29/08/2020
14146,400,8,832,27/11/2019
7737,164,16,1435,21/07/2020
6837,323,8,980,12/02/2020
18567,433,8,727,25/10/2019
14808,45,6,303,17/11/2020
15854,175,11,1339,10/07/2020
13263,48,17,1938,14/11/2020
19925,179,10,662,06/07/2020
15759,427,4,277,31/10/2019
26110,269,9,767,07/04/2020
21362,332,7,735,03/02/2020
16334,302,6,519,05/03/2020
21539,85,15,1876,08/10/2020
27027,213,16,1802,02/06/2020
14901,235,14,1395,11/05/2020
26990,152,14,1261,02/08/2020
31495,51,13,1317,11/11/2020
35478,9,14,1088,23/12/2020
24840,97,9,727,26/09/2020
6734,40,14,1292,22/11/2020
32903,198,9,936,17/06/2020
156,75,9,813,18/10/2020
21005,70,9,596,23/10/2020
29859,84,15,948,09/10/2020
21714,174,12,1233,11/07/2020
2606,138,12,1234,16/08/2020
3793,98,16,1785,25/09/2020
14775,57,11,1407,05/11/2020
20900,150,9,673,04/08/2020
18232,80,9,983,13/10/2020
1200,317,13,1451,18/02/2020
9188,494,8,803,25/08/2019
26061,610,2,163,01/05/2019
21810,126,4,417,28/08/2020
1506,131,10,1109,23/08/2020
33341,116,12,1078,07/09/2020
4158,20,8,549,12/12/2020
5725,75,13,1508,18/10/2020
4143,172,12,945,13/07/2020
7969,167,10,1128,18/07/2020
25304,256,9,825,20/04/2020
38826,581,6,536,30/05/2019
6750,154,12,976,31/07/2020
16901,518,6,596,01/08/2019
32001,153,7,589,01/08/2020
34323,493,7,384,26/08/2019
35929,156,11,1008,29/07/2020
1760,294,13,1091,13/03/2020
39626,10,10,946,22/12/2020
5623,21,12,1211,11/12/2020
31078,115,11,981,08/09/2020
15745,178,9,769,07/07/2020
28450,173,9,792,12/07/2020
30721,103,13,1085,20/09/2020
24857,171,7,752,14/07/2020
34859,162,8,920,23/07/2020
9933,65,10,1074,28/10/2020
2633,174,4,436,11/07/2020
7640,84,11,1243,09/10/2020
6011,359,7,657,07/01/2020
35937,368,10,1009,29/12/2019
508,165,6,641,20/07/2020
22396,150,16,1368,04/08/2020
15260,152,13,1296,02/08/2020
1233,74,9,904,19/10/2020
4228,132,11,1274,22/08/2020
3517,105,12,1044,18/09/2020
22112,125,7,609,29/08/2020
7666,96,11,1092,27/09/2020
15450,123,12,1246,31/08/2020
24921,139,9,783,15/08/2020
22525,195,5,452,20/06/2020
6628,260,5,525,16/04/2020
38110,240,11,1093,06/05/2020
39506,144,13,851,10/08/2020
14113,111,11,1187,12/09/2020
21649,211,9,611,04/06/2020
20687,161,10,1134,24/07/2020
11580,306,14,1275,01/03/2020
5490,252,12,886,24/04/2020
19984,120,13,1274,03/09/2020
32459,41,10,1077,21/11/2020
31229,131,9,857,23/08/2020
5052,210,9,633,05/06/2020
28078,31,14,1229,01/12/2020
5077,110,10,1368,13/09/2020
37224,166,10,1471,19/07/2020
2925,445,12,773,13/10/2019
25363,23,8,704,09/12/2020
28105,247,7,585,29/04/2020
22636,344,6,559,22/01/2020
37177,164,10,1350,21/07/2020
19762,110,14,1460,13/09/2020
14561,20,9,718,12/12/2020
35485,147,11,1131,07/08/2020
11712,338,6,769,28/01/2020
5195,184,6,461,01/07/2020
3992,525,3,185,25/07/2019
24177,192,8,725,23/06/2020
14275,159,9,551,26/07/2020
1026,49,4,485,13/11/2020
11889,559,8,654,21/06/2019
458,260,12,861,16/04/2020
28912,11,14,1354,21/12/2020
14653,112,11,1046,11/09/2020
18705,87,8,571,06/10/2020
10257,159,11,881,26/07/2020
29567,251,10,1018,25/04/2020
33311,126,14,1590,28/08/2020
39999,96,11,1155,27/09/2020
28343,97,8,592,26/09/2020
19199,155,8,748,30/07/2020
14721,297,12,1073,10/03/2020
7687,239,10,993,07/05/2020
8311,211,7,347,04/06/2020
20974,141,10,1147,13/08/2020
35479,195,10,855,20/06/2020
23314,177,16,1544,08/07/2020
10811,213,14,1297,02/06/2020
33553,518,11,845,01/08/2019
15897,182,10,1160,03/07/2020
28421,531,6,782,19/07/2019
21191,36,11,1393,26/11/2020
18175,77,10,973,16/10/2020
25370,123,13,1157,31/08/2020
10666,126,16,1835,28/08/2020
7373,164,16,1467,21/07/2020
11686,127,13,1398,27/08/2020
6665,97,14,1326,26/09/2020
10161,68,9,911,25/10/2020
17377,82,7,683,11/10/2020
24423,81,8,923,12/10/2020
12361,339,8,668,27/01/2020
26256,132,10,1081,22/08/2020
1892,211,7,869,04/06/2020
1644,132,11,1052,22/08/2020
20065,171,8,663,14/07/2020
38087,77,11,876,16/10/2020
13421,365,3,204,01/01/2020
23844,321,10,857,14/02/2020
33424,144,16,1604,10/08/2020
6814,48,12,782,14/11/2020
25679,275,8,895,01/04/2020
24237,229,9,981,17/05/2020
5467,464,13,1326,24/09/2019
10961,83,9,821,10/10/2020
693,50,6,565,12/11/2020
6749,110,11,1129,13/09/2020
11649,135,14,1455,19/08/2020
30089,66,7,673,27/10/2020
16112,118,3,314,05/09/2020
18014,389,8,608,08/12/2019
22658,53,11,1379,09/11/2020
13975,516,10,998,03/08/2019
8463,199,8,747,16/06/2020
13705,170,11,996,15/07/2020
9910,454,9,610,04/10/2019
3170,54,12,986,08/11/2020
20195,45,15,1206,17/11/2020
21107,84,7,624,09/10/2020
28751,116,17,1596,07/09/2020
8027,426,10,782,01/11/2019
13323,455,8,762,03/10/2019
23552,132,13,1138,22/08/2020
22650,58,8,632,04/11/2020
9120,171,6,569,14/07/2020
32338,36,6,640,26/11/2020
12819,108,13,1481,15/09/2020
9212,257,4,349,19/04/2020
11983,330,7,682,05/02/2020
24163,331,12,1216,04/02/2020
31005,147,10,1100,07/08/2020
13447,144,9,605,10/08/2020
16849,157,14,1409,28/07/2020
37158,143,9,1033,11/08/2020
8008,192,7,843,23/06/2020
6247,81,6,528,12/10/2020
13205,287,7,655,20/03/2020
9028,52,13,1072,10/11/2020
29615,79,11,1019,14/10/2020
32407,584,3,431,27/05/2019
3470,245,11,877,01/05/2020
17741,266,14,1298,10/04/2020
31475,422,7,1030,05/11/2019
17876,203,5,656,12/06/2020
19004,308,8,750,27/02/2020
17110,137,12,991,17/08/2020
9980,87,10,1006,06/10/2020
1901,25,13,938,07/12/2020
9503,74,12,1021,19/10/2020
2144,133,11,1000,21/08/2020
2912,260,8,850,16/04/2020
25949,47,5,494,15/11/2020
7738,200,10,940,15/06/2020
28903,64,8,761,29/10/2020
27416,144,9,831,10/08/2020
34624,223,8,670,23/05/2020
14378,238,7,815,08/05/2020
23997,192,7,871,23/06/2020
2027,178,13,1250,07/07/2020
14559,188,11,716,27/06/2020
34563,211,6,692,04/06/2020
11660,217,16,1543,29/05/2020
35988,95,14,1184,28/09/2020
21015,214,13,1636,01/06/2020
22168,97,14,861,26/09/2020
18050,135,16,1604,19/08/2020
30601,85,8,879,08/10/2020
24436,214,12,1000,01/06/2020
18541,158,12,937,27/07/2020
15560,70,14,1500,23/10/2020
29038,115,12,1193,08/09/2020
22811,289,9,884,18/03/2020
30426,75,8,892,18/10/2020
26406,476,8,755,12/09/2019
12903,128,19,2064,26/08/2020
25568,256,15,1510,20/04/2020
26279,69,12,786,24/10/2020
39981,163,9,534,22/07/2020
38438,315,9,1101,20/02/2020
38795,138,13,1332,16/08/2020
1248,221,6,609,25/05/2020
32357,12,14,1108,20/12/2020
31674,244,11,899,02/05/2020
15876,199,14,1103,16/06/2020
7089,215,9,885,31/05/2020
35162,205,10,721,10/06/2020
35873,167,16,1822,18/07/2020
14064,270,8,620,06/04/2020
8283,485,8,744,03/09/2019
15874,178,8,529,07/07/2020
9110,149,8,824,05/08/2020
419,190,11,1022,25/06/2020
31288,87,9,816,06/10/2020
28618,308,11,708,27/02/2020
34000,120,10,904,03/09/2020
31086,435,6,491,23/10/2019
16021,407,7,765,20/11/2019
39108,183,9,839,02/07/2020
18663,30,8,684,02/12/2020
24328,525,5,490,25/07/2019
20324,132,10,752,22/08/2020
35403,136,11,970,18/08/2020
26104,154,11,956,31/07/2020
4013,421,8,751,06/11/2019
8248,273,12,1174,03/04/2020
29588,162,10,897,23/07/2020
14704,129,10,1105,25/08/2020
14222,324,6,526,11/02/2020
2979,113,9,1055,10/09/2020
22284,219,6,530,27/05/2020
31912,95,15,1609,28/09/2020
35243,315,7,534,20/02/2020
1472,84,9,851,09/10/2020
3620,136,14,1642,18/08/2020
2547,49,11,1057,13/11/2020
38364,248,8,609,28/04/2020
39381,78,11,997,15/10/2020
34938,541,7,620,09/07/2019
12823,302,7,875,05/03/2020
39775,32,14,1002,30/11/2020
7437,385,7,615,12/12/2019
27947,154,10,1099,31/07/2020
24611,18,10,1179,14/12/2020
542,309,8,890,26/02/2020
31679,362,12,1409,04/01/2020
34654,153,7,773,01/08/2020
33868,124,10,628,30/08/2020
17390,217,13,1101,29/05/2020
14164,16,8,1167,16/12/2020
39969,339,4,270,27/01/2020
14490,266,8,852,10/04/2020
11437,114,17,1439,09/09/2020
9329,83,16,1702,10/10/2020
16968,248,9,1142,28/04/2020
36412,191,10,1005,24/06/2020
29827,177,10,956,08/07/2020
9764,249,11,1133,27/04/2020
12445,70,13,1436,23/10/2020
15599,302,7,394,05/03/2020
3217,209,8,797,06/06/2020
7514,117,9,1044,06/09/2020
2748,238,15,1120,08/05/2020
31303,244,10,832,02/05/2020
14391,30,9,521,02/12/2020
23866,134,10,738,20/08/2020
32794,156,9,1486,29/07/2020
1872,41,16,1950,21/11/2020
34666,57,13,1334,05/11/2020
32058,107,14,1505,16/09/2020
4487,252,10,1121,24/04/2020
28106,102,17,1466,21/09/2020
324,94,15,856,29/09/2020
36582,148,10,763,06/08/2020
7940,163,15,1828,22/07/2020
1628,289,6,618,18/03/2020
36927,146,7,618,08/08/2020
39370,153,18,1411,01/08/2020
35664,297,9,1197,10/03/2020
4195,29,10,984,03/12/2020
15805,137,5,371,17/08/2020
19048,80,11,1200,13/10/2020
22023,206,13,1275,09/06/2020
28652,657,5,447,15/03/2019
27219,158,10,412,27/07/2020
11955,84,9,959,09/10/2020
17994,46,17,1862,16/11/2020
10054,111,12,1236,12/09/2020
26978,82,10,1135,11/10/2020
20483,22,13,1590,10/12/2020
30209,128,5,668,26/08/2020
11965,145,8,411,09/08/2020
35718,73,9,859,20/10/2020
28931,75,11,1421,18/10/2020
29909,130,15,1842,24/08/2020
27214,235,6,446,11/05/2020
35569,320,7,779,15/02/2020
19580,549,7,631,01/07/2019
24132,199,10,877,16/06/2020
32138,158,8,684,27/07/2020
34565,254,10,798,22/04/2020
27092,59,8,773,03/11/2020
18070,38,6,530,24/11/2020
25857,88,13,1437,05/10/2020
33459,151,9,923,03/08/2020
32470,50,11,1038,12/11/2020
38107,176,11,847,09/07/2020
17649,100,9,878,23/09/2020
22880,154,10,974,31/07/2020
21679,120,12,1179,03/09/2020
24253,179,13,1137,06/07/2020
34880,130,12,889,24/08/2020
39690,146,8,696,08/08/2020
26086,125,14,1318,29/08/2020
462,24,15,1217,08/12/2020
14450,116,12,1432,07/09/2020
7630,97,14,1319,26/09/2020
15613,31,13,1086,01/12/2020
36988,437,7,431,21/10/2019
21768,43,6,529,19/11/2020
20871,230,6,705,16/05/2020
36301,61,9,1035,01/11/2020
18717,501,10,972,18/08/2019
11534,133,14,1456,21/08/2020
37326,37,9,857,25/11/2020
20451,185,8,736,30/06/2020
26985,54,12,1039,08/11/2020
8031,7,12,1009,25/12/2020
26686,56,8,730,06/11/2020
19900,42,4,327,20/11/2020
1345,9,10,696,23/12/2020
29951,7,17,1816,25/12/2020
30822,159,9,726,26/07/2020
15725,221,10,800,25/05/2020
27561,317,13,1082,18/02/2020
18693,49,13,779,13/11/2020
35138,349,6,465,17/01/2020
24429,294,10,1028,13/03/2020
30668,89,13,730,04/10/2020
23098,115,8,988,08/09/2020
13676,351,14,1550,15/01/2020
29641,98,11,1273,25/09/2020
25012,118,3,275,05/09/2020
26800,135,12,1286,19/08/2020
16160,116,11,1603,07/09/2020
8558,243,10,998,03/05/2020
10307,415,11,1061,12/11/2019
11459,263,7,746,13/04/2020
34810,235,10,863,11/05/2020
27924,126,13,1000,28/08/2020
16747,191,10,881,24/06/2020
24485,179,9,1185,06/07/2020
4153,145,12,1131,09/08/2020
26100,339,9,895,27/01/2020
20249,288,7,634,19/03/2020
20015,192,10,979,23/06/2020
1435,213,3,403,02/06/2020
20421,487,6,398,01/09/2019
23500,148,11,728,06/08/2020
27736,330,6,693,05/02/2020
20663,195,12,1205,20/06/2020
33982,159,18,2022,26/07/2020
13898,426,6,523,01/11/2019
32065,47,12,1052,15/11/2020
24655,171,11,1116,14/07/2020
20479,183,8,819,02/07/2020
25969,86,10,867,07/10/2020
518,115,8,829,08/09/2020
14658,131,7,473,23/08/2020
36065,126,14,1320,28/08/2020
1380,328,9,879,07/02/2020
25445,420,8,729,07/11/2019
37398,204,9,1089,11/06/2020
21731,270,5,644,06/04/2020
7142,106,8,980,17/09/2020
32206,276,8,525,31/03/2020
30280,862,4,493,22/08/2018
23701,285,11,973,22/03/2020
36625,133,12,738,21/08/2020
10825,225,7,770,21/05/2020
8361,464,4,439,24/09/2019
20547,142,12,1358,12/08/2020
5206,313,13,1149,22/02/2020
24451,522,12,1184,28/07/2019
3589,282,8,637,25/03/2020
12784,451,5,540,07/10/2019
36668,172,11,953,13/07/2020
27822,189,7,837,26/06/2020
32618,170,6,493,15/07/2020
30515,63,15,1457,30/10/2020
20948,88,14,1525,05/10/2020
35675,339,10,1294,27/01/2020
26097,16,10,904,16/12/2020
25704,84,11,1179,09/10/2020
3744,169,4,351,16/07/2020
33298,208,9,730,07/06/2020
10081,90,9,639,03/10/2020
39272,537,7,631,13/07/2019
25222,142,10,1129,12/08/2020
2513,392,11,936,05/12/2019
39409,149,11,944,05/08/2020
39418,30,8,1075,02/12/2020
37742,30,7,711,02/12/2020
24981,75,14,1522,18/10/2020
5962,137,13,1137,17/08/2020
34917,233,5,477,13/05/2020
5494,282,14,1017,25/03/2020
5935,137,14,1053,17/08/2020
26869,459,5,393,29/09/2019
4832,108,18,1339,15/09/2020
27035,90,15,1323,03/10/2020
1959,52,6,466,10/11/2020
25446,390,5,428,07/12/2019
14727,86,11,743,07/10/2020
6655,192,7,565,23/06/2020
14300,414,19,1671,13/11/2019
39355,146,16,1363,08/08/2020
9635,147,10,700,07/08/2020
13681,102,11,1321,21/09/2020
32857,163,9,979,22/07/2020
32884,204,14,1463,11/06/2020
16071,103,16,1224,20/09/2020
23,279,11,933,28/03/2020
3151,180,9,902,05/07/2020
815,25,20,1718,07/12/2020
36417,52,10,739,10/11/2020
1203,452,8,464,06/10/2019
